ENTREZ_GENE_ID,INCHIKEY_DESALT,CANONICAL_SMILES_DESALT,RESULT_VALUE_min,dataset,PDB_CODE,PKL,pair,cv1|cvset,cv1|tthresh,cv1|cthresh,cv1|source,cv2|cvset,cv2|tthresh,cv2|cthresh,cv2|source,cv3|cvset,cv3|tthresh,cv3|cthresh,cv3|source,cv4|cvset,cv4|tthresh,cv4|cthresh,cv4|source,cv5|cvset,cv5|tthresh,cv5|cthresh,cv5|source,status,metal_lgd,ligand,hdf_id
P00517,2jdv,Cc1[nH]nc2c1cc(cc2)c1cncc(c1)OC[C@H](Cc1c[nH]c2c1cccc2)[NH3+],-5.065687204586899,PDBBIND,2jdv,False,P00517|2jdv,,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(L20),P00517|2jdv
P09989,2jjr,OCCC(CCO)(CCO)[NH3+],-5.065687204586899,PDBBIND,2jjr,False,P09989|2jjr,training,,,,training,,,,training,,,,validation,10,0.4,PDBBIND,training,,,,protein,0.0,(TAM),P09989|2jjr
Q00944,2jkk,CNC(=O)c1ccccc1Nc1nc(ncc1Cl)Nc1ccc(cc1OC)N1CCOCC1,-5.065687204586899,PDBBIND,2jkk,False,Q00944|2jkk,,,,,training,,,,,,,,,,,,,,,,protein,0.0,(BI9),Q00944|2jkk
P25891,2pqj,Nc1ncnc2c1nc[nH]2,-5.065687204586899,PDBBIND,2pqj,False,P25891|2pqj,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(ADE),P25891|2pqj
3791,SQQAPOSROFWHIB-UHFFFAOYSA-N,COc1c(OC)cc(cc1OC)Nc1nccc(n1)Nc1ccc2c(c1)n[nH]c2C,-5.065687204586899,PDBBIND,3cjf,True,3791|SQQAPOSROFWHIB-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SAV),3791|3cjf
O38732,3dcr,CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCCNC(N)N)CCC(=O)N)CC([C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H]([C@H](O)C)NC(=O)C)CCCC)(O)O,-5.065687204586899,PDBBIND,3dcr,False,O38732|3dcr,training,,,,,,,,,,,,training,,,,,,,,protein,0.0,(KVS),O38732|3dcr
P04150,3k23,COc1ccc(cc1C(C[C@](C(F)(F)F)(CNc1cc(C)cc2c1cnn2c1cccc(c1)C(=O)N1CCC[C@@H]1C(=O)N)O)(C)C)F,-5.065687204586899,PDBBIND,3k23,False,P04150|3k23,training,,,,test,0,0.4,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(JZN),P04150|3k23
5170,YEIVLMDWYXFKHN-TZMCWYRMSA-N,C[C@@H]1C[C@@H](NC(=O)OC(C)(C)C)CN(C1)c1nc(N)nc(c1)c1ccc2c(c1)n[nH]c2N,-5.065687204586899,PDBBIND,3qd4,True,5170|YEIVLMDWYXFKHN-TZMCWYRMSA-N,training,,,,test,random,0.2,docked,validation,0,0.2,docked,training,,,,training,,,,protein,0.0,(3Q6),5170|3qd4
P00760,4abi,[NH3+]CCCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](n2cc([C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC1=O)CO)[C@H](CC)C)CCC3)nn2)C)[C@H](CC)C)C(=O)N[C@H](C(=O)O)Cc1ccccc1)NC(=O)[C@@H](NC(=O)C[NH3+])CCCNC(N)N)[C@H](O)C,-5.065687204586899,PDBBIND,4abi,False,P00760|4abi,training,,,,,,,,training,,,,,,,,,,,,desalted,0.0,(13-mer),P00760|4abi
4217,XBKNNPZVSZKDRB-UHFFFAOYSA-N,O=C(c1ccc(cc1)C(C)(C)C)Nc1cn2c(n1)ccc(c2)c1c[nH]nc1,-5.065687204586899,PDBBIND,4bhn,True,4217|XBKNNPZVSZKDRB-UHFFFAOYSA-N,validation,10,0.2,docked,,,,,test,10,0.2,docked,test,10,0.4,docked,training,,,,protein,0.0,(BH9),4217|4bhn
5294,YEOXTSXBPMKEQR-UHFFFAOYSA-O,CC([C@@H]1CC[N@H+](CC1)Cc1ccc2c(n1)c(nc(n2)c1cccc2c1c[nH]n2)N1CCOCC1)(O)C,-5.065687204586899,PDBBIND,4ezk,True,5294|YEOXTSXBPMKEQR-UHFFFAOYSA-O,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(0SD),5294|4ezk
4233,LCIRYVZQVZCOCQ-UHFFFAOYSA-N,O=N(=O)c1cccc(c1)CNc1nc(nc2c1cc(cn2)c1cnn(c1)C1CC[NH2+]CC1)C(F)(F)F,-5.065687204586899,PDBBIND,4gg7,True,4233|LCIRYVZQVZCOCQ-UHFFFAOYSA-N,validation,random,0.2,docked,validation,random,0.2,docked,training,,,,,,,,training,,,,protein,0.0,(0J8),4233|4gg7
P42574,4jr0,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H]([C@H](O)C)CC(=O)O)C(C)C)NC(=O)[C@@H](NC(=O)C)CC(=O)O,-5.065687204586899,PDBBIND,4jr0,False,P42574|4jr0,,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(6-mer),P42574|4jr0
P03951,5exm,COC(=O)Nc1ccc(cc1)c1ccnc(c1)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CC[C@H](CC1)C[NH3+],-5.065687204586899,PDBBIND,5exm,False,P03951|5exm,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(5ST),P03951|5exm
Q9H2K2,5nob,N#Cc1ccc2c(c1)[nH]c(=O)n2[C@@H]1C[C@H](C1)c1nnc(n1c1ccccc1Cl)c1ccncn1,-5.065687204586899,PDBBIND,5nob,False,Q9H2K2|5nob,training,,,,,,,,training,,,,training,,,,,,,,desalted,0.0,(92T),Q9H2K2|5nob
O35904,5t2l,NC(=O)c1ccn(n1)c1nc(cnc1N)c1nn(c(n1)C1(CC1)c1ccccc1)C,-5.065687204586899,PDBBIND,5t2l,False,O35904|5t2l,,,,,training,,,,,,,,training,,,,,,,,protein,0.0,(74H),O35904|5t2l
4217,NRGCVZHEQBOONX-IBGZPJMESA-O,C[N@@H+]1CCO[C@@H](C1)COc1ccc2c(c1)C(=O)N(C2)c1cccc(n1)c1nncn1C(C)C,-5.065687204586899,PDBBIND,5uor,True,4217|NRGCVZHEQBOONX-IBGZPJMESA-O,,,,,,,,,,,,,,,,,training,,,,protein,0.0,(8GV),4217|5uor
Q00987,5xxk,OC[C@@H](C(=O)N[C@H](C(=O)N[C@]1(C)CCCCCC/C=C/CCC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC(=O)O)Cc1ccc(cc1)O)Cc1c[nH]c2c1ccc(c2)Cl)C)CC(C)C)C(=O)N)Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)NC(=O)C,-5.065687204586899,PDBBIND,5xxk,False,Q00987|5xxk,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(12-mer),Q00987|5xxk
P00734,1o0d,NC(c1ccc(n1C)CNC(=O)[C@@H]1C=CCN1C(=O)[C@@H](CC1CCCCC1)[NH2+]CC(=O)O)N,-5.088713055516843,PDBBIND,1o0d,False,P00734|1o0d,training,,,,,,,,,,,,training,,,,,,,,protein,0.0,(163),P00734|1o0d
Q59401,1onh,O=CC1=CN=C(CS[C@H]1c1cn2c(n1)COCC2)C(=O)O,-5.088713055516843,PDBBIND,1onh,False,Q59401|1onh,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(WY4),Q59401|1onh
1111,VKPCXCHYSBVEMW-UHFFFAOYSA-N,O[C@@H]1CC[C@H](CC1)NC(=O)c1ccc2c(c1)Cc1c2[nH]nc1c1ccc(cc1)c1ccc(cc1)O,-5.088713055516843,PDBBIND,2e9n,True,1111|VKPCXCHYSBVEMW-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(76A),1111|2e9n
Q9GPQ4,2ff1,OC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1nc[nH]c2=O,-5.088713055516843,PDBBIND,2ff1,False,Q9GPQ4|2ff1,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(IMH),Q9GPQ4|2ff1
Q9GPQ4,2ff2,OC[C@H]1[NH2+][C@H]([C@@H]([C@@H]1O)O)c1c[nH]c2c1nc[nH]c2=O,-5.088713055516843,PDBBIND,2ff2,False,Q9GPQ4|2ff2,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(IMH),Q9GPQ4|2ff2
3791,SBLMCLDRWJNEJK-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)c2cc1OC,-5.088713055516843,PDBBIND,3u6j,True,3791|SBLMCLDRWJNEJK-UHFFFAOYSA-N,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(03X),3791|3u6j
6790,UIAQHDUGAOFVJM-UHFFFAOYSA-N,O=C(O)c1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1,-5.088713055516843,PDBBIND,3up7,True,6790|UIAQHDUGAOFVJM-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(0C9),6790|3up7
3791,TWOLOZGQZKJZKJ-UHFFFAOYSA-N,Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c21,-5.088713055516843,PDBBIND,3vhe,True,3791|TWOLOZGQZKJZKJ-UHFFFAOYSA-N,training,,,,test,random,0.2,docked,training,,,,training,,,,training,,,,protein,0.0,(42Q),3791|3vhe
P02766,4hiq,OC(=O)c1ccc(c(c1)OCCCc1c(C)n[nH]c1C)F,-5.088713055516843,PDBBIND,4hiq,False,P02766|4hiq,training,,,,test,10,0.2,PDBBIND,training,,,,,,,,training,,,,protein,0.0,(16V),P02766|4hiq
5599,QTUUSRHXDAHSAU-WKILWMFISA-N,O[C@@H]1CC[C@H](CC1)Nc1nccc(n1)n1ncc2c1cccc2OCCCS(=O)(=O)C,-5.088713055516843,PDBBIND,4hyu,True,5599|QTUUSRHXDAHSAU-WKILWMFISA-N,training,,,,training,,,,,,,,training,,,,,,,,protein,0.0,(1BK),5599|4hyu
Q8T6T2,4ixh,O=C([C@@H](Oc1cccc2c1cccc2)C)Nc1ccc2c(c1)nc(o2)c1ccncc1,-5.088713055516843,PDBBIND,4ixh,False,Q8T6T2|4ixh,training,,,,training,,,,training,,,,training,,,,test,10,0.6,PDBBIND,protein,0.0,(Q21),Q8T6T2|4ixh
P43490,4m6q,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ncc2c1ncc(c2)C(=O)NCc1ccc(cc1)S(=O)(=O)c1cccc(c1)C(F)(F)F)COP(O)(O)O,-5.088713055516843,PDBBIND,4m6q,False,P43490|4m6q,,,,,,,,,test,random,0.2,PDBBIND,training,,,,training,,,,protein,0.0,(20T),P43490|4m6q
P08191,4x5p,OC[C@H]1O[C@H](Oc2ccc(cc2Cl)NC(=O)c2ccc(cc2)C(=O)O)[C@H]([C@H]([C@@H]1O)O)O,-5.088713055516843,PDBBIND,4x5p,False,P08191|4x5p,training,,,,,,,,training,,,,,,,,training,,,,protein,0.0,(3XJ),P08191|4x5p
P51449,5c4o,OC(=O)c1ccc(cc1)c1nn(c2c1cccc2)C(=O)c1c(Cl)cccc1C(F)(F)F,-5.088713055516843,PDBBIND,5c4o,False,P51449|5c4o,training,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(4F1),P51449|5c4o
238,HAYYBYPASCDWEQ-UHFFFAOYSA-O,C[NH+]1CCN(CC1)c1ccc(c(c1)NC1CCOCC1)C(=O)Nc1[nH]nc2c1cc(cc2)Cc1cc(F)cc(c1)F,-5.088713055516843,PDBBIND,5fto,True,238|HAYYBYPASCDWEQ-UHFFFAOYSA-O,,,,,,,,,training,,,,,,,,,,,,protein,0.0,(YMX),238|5fto
Q16552,5hhx,CC[C@@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)N)[C@H](CC)C)Cc1c[nH]c2c1cccc2)CC(=O)O)Cc1c[nH]c2c1cccc2)CC(C)C)CC(=O)O)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)[NH3+])Cc1[nH]cnc1)C,-5.088713055516843,PDBBIND,5hhx,False,Q16552|5hhx,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(16-mer),Q16552|5hhx
Q77VV3,5ivs,COC(=O)N[C@@H](C(c1ccccc1)c1ccccc1)C(=O)Nc1ccccc1CC[C@H]1OC[C@H]([NH2+]C1)COC(=O)NCc1ccccc1,-5.088713055516843,PDBBIND,5ivs,False,Q77VV3|5ivs,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(6EF),Q77VV3|5ivs
156,XWJOKKXDMHSILW-UHFFFAOYSA-N,O=C(c1cccc(c1)NCc1n[nH]c(n1)c1ccncc1)NCc1ccccc1,-5.088713055516843,PDBBIND,5uvc,True,156|XWJOKKXDMHSILW-UHFFFAOYSA-N,validation,10,0.4,docked,training,,,,validation,0,0.4,docked,training,,,,test,0,0.2,docked,protein,0.0,(8PV),156|5uvc
P00381,1ao8,N[C@@H]1[NH+]C(=[NH+]c2c1nc(CN(c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)C)cn2)N,-5.111738906446782,PDBBIND,1ao8,False,P00381|1ao8,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(MTX),P00381|1ao8
P15167,1dth,CNC(=O)[C@@H](NC(=O)[C@@H]([C@@H](C(=O)NO)CSc1cccs1)CC(C)C)Cc1ccccc1,-5.111738906446782,PDBBIND,1dth,False,P15167|1dth,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(BAT),P15167|1dth
P04585,1dtq,CCOc1ccnc(c1F)CCNC(=S)Nc1ccc(cn1)C#N,-5.111738906446782,PDBBIND,1dtq,False,P04585|1dtq,training,,,,training,,,,,,,,,,,,training,,,,desalted,0.0,(FPT),P04585|1dtq
P26446,1efy,COc1cccc(c1)c1nc2c([nH]1)cccc2C(=O)N,-5.111738906446782,PDBBIND,1efy,False,P26446|1efy,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(BZC),P26446|1efy
P06737,1em6,Clc1ccc2c(c1)cc([nH]2)C(=O)NCCOCCOCCNC(=O)c1cc2c([nH]1)ccc(c2)Cl,-5.111738906446782,PDBBIND,1em6,False,P06737|1em6,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(CP4),P06737|1em6
P00735,1ets,O=C(N[C@@H](C(=O)N1CCCCC1)Cc1ccc(cc1)C(N)N)CNS(=O)(=O)c1ccc2c(c1)cccc2,-5.111738906446782,PDBBIND,1ets,False,P00735|1ets,,,,,,,,,training,,,,training,,,,training,,,,protein,0.0,(MID),P00735|1ets
P22734,1h1d,O=C(c1cc(O)c(c(c1)N(=O)=O)O)CC[NH+]1CCN(CC1)c1cccc(c1)C(F)(F)F,-5.111738906446782,PDBBIND,1h1d,False,P22734|1h1d,training,,,,training,,,,training,,,,training,,,,test,random,0.4,PDBBIND,desalted,0.0,(BIA),P22734|1h1d
1017,OWXORKPNCHJYOF-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-5.111738906446782,PDBBIND,1h1s,True,1017|OWXORKPNCHJYOF-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(4SP),1017|1h1s
P12269,1jr1,COc1c(C/C=C(/CCC(=O)O)\C)c(O)c2c(c1C)COC2=O,-5.111738906446782,PDBBIND,1jr1,False,P12269|1jr1,training,,,,test,0,0.6,PDBBIND,training,,,,training,,,,training,,,,protein,0.0,(MOA),P12269|1jr1
P42790,1kdz,OC[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)CC(C)C)CC(C)C)Cc1ccc(cc1)O,-5.111738906446782,PDBBIND,1kdz,False,P42790|1kdz,training,,,,training,,,,,,,,training,,,,training,,,,desalted,0.0,(4-mer),P42790|1kdz
P31939,1pl0,NC(=O)c1ccc(cc1)S(=O)(=O)Nc1ccc2c(c1)c(=O)[nH]c(n2)N,-5.111738906446782,PDBBIND,1pl0,False,P31939|1pl0,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(BW2),P31939|1pl0
P04585,1rt2,CC(c1c(=O)[nH]c(=O)n(c1Cc1ccccc1)COCc1ccccc1)C,-5.111738906446782,PDBBIND,1rt2,False,P04585|1rt2,training,,,,training,,,,,,,,,,,,training,,,,protein,0.0,(TNK),P04585|1rt2
P01903,1sje,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@H](O)C)C)CCC(=O)O)CO)CC(C)C)C)CO)Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H]([C@H](CC)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCC[NH2+]1)CCC(=O)O,-5.111738906446782,PDBBIND,1sje,False,P01903|1sje,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(16-mer),P01903|1sje
P43235,1u9v,N=Cc1nc(NC2CCCCC2)c2c(n1)n(cn2)CC[N@@H+]1CC[N@H+](CC1)C,-5.111738906446782,PDBBIND,1u9v,False,P43235|1u9v,validation,random,0.2,PDBBIND,training,,,,training,,,,training,,,,training,,,,protein,0.0,(IHE),P43235|1u9v
P00749,1w11,OC[C@H](C(=O)N[C@H](C(=O)NCc1ccc(cc1)C(N)N)C)NS(=O)(=O)Cc1ccccc1,-5.111738906446782,PDBBIND,1w11,False,P00749|1w11,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(SK1),P00749|1w11
P03367,2az8,OC[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C)Cc1ccccc1,-5.111738906446782,PDBBIND,2az8,False,P03367|2az8,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(3TL),P03367|2az8
1017,OWXORKPNCHJYOF-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,-5.111738906446782,PDBBIND,2c6o,True,1017|OWXORKPNCHJYOF-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(4SP),1017|2c6o
P29373,2cbs,OC(=O)/C=C(/C=C/C=C(/c1ccc2c(c1)C(C)(C)CCC2(C)C)\C)\C,-5.111738906446782,PDBBIND,2cbs,False,P29373|2cbs,training,,,,training,,,,training,,,,,,,,training,,,,protein,0.0,(R13),P29373|2cbs
P00742,2cji,Clc1ccc2c(c1)ccc(c2)S(=O)(=O)N[C@H]1CCN(C1=O)[C@H](C(=O)N1CCOCC1)C,-5.111738906446782,PDBBIND,2cji,False,P00742|2cji,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(GSK),P00742|2cji
P14780,2ow2,COc1ccc(cc1)S(=O)(=O)[C@@H](C(F)F)CC(=O)O,-5.111738906446782,PDBBIND,2ow2,False,P14780|2ow2,training,,,,training,,,,training,,,,test,10,0.4,PDBBIND,training,,,,desalted,0.0,(8MR),P14780|2ow2
P43094,2qzx,CC(C[C@@H]([C@H](CC(=O)N[C@H](C(=O)N[C@H]([C@H](CC(=O)O)O)CC(C)C)C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)CC(C)C)C,-5.111738906446782,PDBBIND,2qzx,False,P43094|2qzx,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(6-mer),P43094|2qzx
P00797,2v16,CCCCNC(=O)[C@@H](C[C@@H]([C@H](CC(CC(=O)N1C[C@@H](Cc2c1cccc2)C(=O)OC)(C)C)[NH3+])O)C,-5.111738906446782,PDBBIND,2v16,False,P00797|2v16,test,random,0.2,PDBBIND,,,,,training,,,,training,,,,,,,,protein,0.0,(C47),P00797|2v16
P00742,2vvv,O=C(Nc1ccc(cc1F)n1ccccc1=O)Cn1cnc(n1)NC(=O)c1ccc(s1)Cl,-5.111738906446782,PDBBIND,2vvv,False,P00742|2vvv,training,,,,training,,,,training,,,,training,,,,training,,,,desalted,0.0,(H21),P00742|2vvv
A9JQL9,2zcs,OP([C@H](S(O)(O)O)CCCc1ccc(cc1)c1ccccc1)(O)O,-5.111738906446782,PDBBIND,2zcs,False,A9JQL9|2zcs,training,,,,training,,,,training,,,,,,,,,,,,protein,0.0,(B70),A9JQL9|2zcs
3932,OYDJAYPDIUTXRU-UHFFFAOYSA-N,COc1c(OC)cc(cc1OC)Nc1ncnc(n1)n1c(Nc2ccccc2)nc2c1cccc2,-5.111738906446782,PDBBIND,3bym,True,3932|OYDJAYPDIUTXRU-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(AM0),3932|3bym
P04587,3d1y,NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,-5.111738906446782,PDBBIND,3d1y,False,P04587|3d1y,,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(ROC),P04587|3d1y
6093,AWDORCFLUJZUQS-ZDUSSCGKSA-N,Cc1cncc2cccc(S(=O)(=O)N3CCCNC[C@@H]3C)c12,-5.111738906446782,PDBBIND,3d9v,True,6093|AWDORCFLUJZUQS-ZDUSSCGKSA-N,training,,,,,,,,training,,,,training,,,,,,,,protein,0.0,(H52),6093|3d9v
6790,ZYURNHOEBWWJHI-UHFFFAOYSA-N,Oc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)NC(=O)c1ccccc1Cl)F,-5.111738906446782,PDBBIND,3h0y,True,6790|ZYURNHOEBWWJHI-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(48B),6790|3h0y
Q99AU2,3hhk,CC(CCn1c(=O)c(C2=NS(=O)(=O)c3c(N2)ccc(c3)OCC(=O)N)c(c2c1cccc2)O)C,-5.111738906446782,PDBBIND,3hhk,False,Q99AU2|3hhk,test,10,0.4,PDBBIND,,,,,training,,,,test,0,0.4,PDBBIND,training,,,,protein,0.0,(77Z),Q99AU2|3hhk
P34913,3i28,N#Cc1ccc(cc1)C(=O)NCC[C@H](c1ccc(cc1)S(=O)(=O)C)c1ccc(cc1)F,-5.111738906446782,PDBBIND,3i28,False,P34913|3i28,,,,,test,10,0.6,PDBBIND,test,random,0.6,PDBBIND,training,,,,,,,,protein,0.0,(34N),P34913|3i28
P09874,3l3m,Fc1cc(ccc1c1nc2c([nH]1)cccc2C(=O)N)[C@@H]1CCCC[NH2+]1,-5.111738906446782,PDBBIND,3l3m,False,P09874|3l3m,training,,,,,,,,,,,,,,,,,,,,protein,0.0,(A92),P09874|3l3m
P78536,3le9,COc1ccc2c(c1)c(=O)n([nH]2)C[C@]1(NC(=O)NC1=O)c1ccccc1,-5.111738906446782,PDBBIND,3le9,False,P78536|3le9,,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(727),P78536|3le9
B6CAM1,3nan,CCCCCCCC(=O)O[C@@H]1[C@@H](OC(=O)/C(=C\C)/C)C(=C2[C@H]1[C@@](C)(OC(=O)C)C[C@@H]([C@]1([C@H]2OC(=O)[C@@]1(C)O)O)OC(=O)CCCc1ccc(c(c1)CCCCCCNC(=O)OC(C)(C)C)O)C,-5.111738906446782,PDBBIND,3nan,False,B6CAM1|3nan,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(HZ1),B6CAM1|3nan
2932,MMELFLVOHWASJC-UHFFFAOYSA-L,O=C[Ru]12(Cl)([NH2+]Cc3[n+]1cccc3)[n+]1cc(N)cc3c1c1n2c2ccccc2c1c1c3c(=O)[nH]c1=O,-5.111738906446782,PDBBIND,3pup,True,2932|MMELFLVOHWASJC-UHFFFAOYSA-L,training,,,,training,,,,training,,,,training,,,,training,,,,protein,1.0,(OS1),2932|3pup
Q04631,3pz4,COc1ccc(cc1)S(=O)(=O)N1Cc2cc(C#N)ccc2N(C[C@H]1Cc1ccccc1)Cc1cncn1C,-5.111738906446782,PDBBIND,3pz4,False,Q04631|3pz4,training,,,,,,,,training,,,,training,,,,training,,,,desalted,0.0,(3PZ),Q04631|3pz4
P08246,3q77,OCCOC(=O)C1=C(C)N(C(=O)N[C@@H]1c1ccc(cc1)C#N)c1cccc(c1)C(F)(F)F,-5.111738906446782,PDBBIND,3q77,False,P08246|3q77,validation,10,0.4,PDBBIND,validation,10,0.4,PDBBIND,,,,,,,,,training,,,,protein,0.0,(2HY),P08246|3q77
5602,IBGLGMOPHJQDJB-IHRRRGAJSA-N,O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,-5.111738906446782,PDBBIND,3tti,True,5602|IBGLGMOPHJQDJB-IHRRRGAJSA-N,,,,,,,,,,,,,,,,,test,0,0.6,docked,protein,0.0,(KBI),5602|3tti
P0CE47,3u2q,COCc1sc2nc1C(=O)NCC(=O)N[C@H](c1scc(n1)c1scc(n1)c1c(c3nc(C(=O)N[C@H](c4nc(C(=O)N[C@H]2C(C)C)c(C)s4)CC(=O)NC)cs3)ccc(n1)c1scc(n1)N(C(=O)O[C@@H]1CC[C@H](CC1)C(=O)O)CCCCC(=O)O)[C@H](c1ccccc1)O,-5.111738906446782,PDBBIND,3u2q,False,P0CE47|3u2q,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(12-mer),P0CE47|3u2q
O92972,3upi,Fc1ccc(c(c1)Cn1c2ccc3c(c2c(c1C(=O)NS(=O)(=O)C)[C@@H]1C=CC=NC1=O)OC[C@H]3C)F,-5.111738906446782,PDBBIND,3upi,False,O92972|3upi,training,,,,training,,,,,,,,training,,,,training,,,,protein,0.0,(0C2),O92972|3upi
Q9BJF5,3v5t,CCOc1ccc2c(c1)ccc(c2)c1nn(c2c1c(N)ncn2)C[C@@H]([NH+](C)C)C(C)C,-5.111738906446782,PDBBIND,3v5t,False,Q9BJF5|3v5t,,,,,training,,,,training,,,,training,,,,,,,,protein,0.0,(UW9),Q9BJF5|3v5t
P36639,3whw,COc1cccc(c1OC(=O)C1=[CH]2[Ru]345([CH]1=[CH]3[CH2]24)([CH2]=O)[CH]1=C([C@@H]2[N@H]5CCCC2)C=c2c(=C1)nc(C)nc2N)OC,-5.111738906446782,PDBBIND,3whw,False,P36639|3whw,training,,,,training,,,,training,,,,training,,,,training,,,,protein,1.0,(RUX),P36639|3whw
4233,KKIVWQQSFDGQSG-UHFFFAOYSA-N,Fc1ccc(-c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2)cc1,-5.111738906446782,PDBBIND,3zbx,True,4233|KKIVWQQSFDGQSG-UHFFFAOYSA-N,training,,,,training,,,,training,,,,training,,,,training,,,,protein,0.0,(6XE),4233|3zbx
